('D', 'k8010'),2853
('D', 'c7809'),2824
('D', 'd700'),2797
('D', 'k573'),2774
('D', 'f101'),2764
('D', 'o70001'),2748
('D', 'r520'),2725
('I', '2nf71ba'),2711
('D', 'j180'),2698
('D', 'r451'),2689
('D', 'k913'),2666
('D', 'z507'),2653
('D', 'f102'),2649
('D', 'z292'),2646
('D', 'u981'),2642
('I', '1rd89la'),2623
('D', 'k922'),2619
('D', 'c3499'),2591
('D', 'c793'),2581
('D', 'i792'),2579
('D', 'b961'),2578
('D', 'l891'),2575
('D', 's72080'),2570
('D', 'i210'),2569
('D', 'z22300'),2543
('D', 'a047'),2542
('D', 'k859'),2535
('D', 'y433'),2524
('I', '1sy80laxxn'),2509
('I', '1gv52hahe'),2503
('I', '1ij76laxxq'),2495
('D', 'f432'),2492
('D', 'm171'),2466
('I', '5ac30ap'),2446
('I', '1ot72la'),2434
('D', 'z752'),2425
('D', 'i635'),2411
('D', 'r310'),2410
('D', 'g8199'),2410
('D', 'z854'),2390
('D', 'e872'),2379
('D', 'i472'),2377
('D', 'f051'),2346
('D', 'e835'),2332
('D', 'n185'),2329
('D', 'c786'),2324
('D', 'i2519'),2322
('I', '2nm70babj'),2290
('D', 'r600'),2270
('I', '3ip30hd'),2270
('D', 'z921'),2262
('D', 'r798'),2245
('I', '3ip30ha'),2239
('D', 'o68001'),2217
('I', '1qt87bagx'),2206
('D', 't828'),2198
('D', 'e1178'),2175
('D', 'u999'),2174
('D', 'o48001'),2156
('D', 'e668'),2152
('D', 'i4891'),2140
('D', 'i259'),2135
('D', 'm819'),2128
('D', 'o34201'),2115
('D', 'r111'),2110
('D', 'r470'),2103
('D', 'r104'),2094
('D', 'm6280'),2082
('D', 'k567'),2063
('D', 'c64'),2042
('D', 'r4180'),2018
('I', '2gm70ba'),2017
('D', 'r64'),2010
('D', 'i4802'),1982
('D', 'l890'),1980
('D', 'k660'),1974
('D', 'k921'),1971
('D', 'k650'),1960
('D', 'f209'),1960
('D', 'r73812'),1944
('D', 'g309'),1941
('D', 'z8580'),1902
('D', 'g20'),1894
('D', 'l899'),1893
('D', 'r5688'),1891
('D', 'k746'),1888
('I', '1va53lapnn'),1888
('D', 'z538'),1877
('D', 'w10'),1876
('D', 'z915'),1826
('D', 'd62'),1824
('D', 'd689'),1821
('D', 'p599'),1817
('D', 'e1170'),1810
('D', 'k565'),1804
('D', 'e870'),1798
('D', 'r572'),1767
('D', 'r42'),1752
('D', 'i460'),1739
('D', 'o68101'),1738
('D', 'd500'),1732
('D', 'z855'),1730
('I', '1vg53lappq'),1724
('D', 'b9681'),1723
('D', 'z508'),1702
('D', 'u998'),1699
('D', 'b9521'),1694
('D', 'b965'),1692
('I', '1ot52hats'),1685
('D', 'k703'),1684
('D', 'e1150'),1678
('D', 'c3410'),1666
('D', 's72090'),1662
('D', 'i951'),1658
('D', 'z560'),1657
('D', 'i272'),1653
('I', '1sy80la'),1651
('I', '1kr58la'),1632
('D', 'f009'),1631
('D', 'r073'),1628
('D', 'o42021'),1627
('I', '1gz31cbnd'),1621
('D', 'f121'),1614
('D', 'd696'),1596
('D', 'f29'),1581
('D', 'c782'),1565
('D', 'i802'),1563
('D', 'u988'),1557
('D', 'b968'),1547
('D', 'c20'),1545
('I', '1ef03jafa'),1543
('D', 'f113'),1541
('D', 'o72102'),1528
('I', '1hz53grnk'),1528
('D', 'i714'),1525
('D', 'c7988'),1511
('D', 'z9500'),1506
('D', 'f067'),1505
('D', 'f173'),1494
('I', '1va53lapmn'),1492
('D', 't8183'),1491
('D', 'k432'),1488
('D', 'c772'),1483
('D', 'e1010'),1479
('D', 'b370'),1468
('I', '3ph10xj'),1467
('D', 'z742'),1442
('D', 'i442'),1441
('D', 'n133'),1440
('D', 'm199'),1439
('I', '1ot52ha'),1439
('D', 'm161'),1436
('D', 'i7020'),1421
('I', '1vg53lapnq'),1418
('D', 'i255'),1412
('D', 'k509'),1397
('D', 'j181'),1396
('D', 'n920'),1395
('D', 'k449'),1394
('I', '1rf89la'),1392
('D', 'e789'),1391
('D', 'g459'),1391
('I', '1kr58da'),1391
('I', '1wa74lanw'),1388
('D', 'k729'),1386
('D', 'f603'),1384
('D', 'k625'),1382
('I', '1hz30jn'),1374
('D', 'r090'),1373
('D', 'c833'),1372
('D', 'k572'),1372
('D', 't813'),1371
('D', 'k353'),1366
('I', '1gv52hatk'),1359
('I', '1rs80cr'),1352
('D', 'i471'),1347
('D', 'o24801'),1344
('D', 'z5188'),1338
('D', 'z9661'),1325
('D', 'z5180'),1325
('D', 'd638'),1322
('D', 's32500'),1314
('D', 'c679'),1309
('I', '1rm89ca'),1308
('D', 'f112'),1299
('D', 'f319'),1298
('D', 'e1052'),1281
('D', 'l97'),1280
('D', 'e1163'),1279
('D', 'f019'),1275
('D', 'c3411'),1268
('D', 'm160'),1268
('D', 'b9688'),1264
('I', '1gv52ha'),1258
('D', 'r51'),1254
('D', 'z590'),1253
('I', '1hv90laxxl'),1242
('I', '2nm71babj'),1241
('D', 'k851'),1238
('D', 'm545'),1233
('D', 'z9660'),1232
('D', 'i634'),1227
('I', '2nf70ba'),1221
('D', 'b964'),1214
('I', '2nk71babl'),1214
('D', 'a499'),1211
('I', '1oe57babd'),1204
('D', 'c771'),1202
('I', '3og10wz'),1201
('D', 'k810'),1196
('D', 'l0310'),1196
('D', 's065'),1196
('D', 'e109'),1190
('D', 't8188'),1188
('D', 'd619'),1187
('D', 'r9438'),1185
('I', '1is53hnlf'),1176
('D', 'n200'),1174
('D', 'g35'),1172
('D', 'c900'),1172
('I', '1pe52hh'),1157
('D', 'x61'),1156
('D', 'z511'),1154
('D', 'd259'),1142
('D', 'n990'),1141
('D', 'z8678'),1128
('I', '1gz31crnd'),1125
('D', 'c541'),1119
('D', 'f143'),1118
('D', 'j9699'),1115
('D', 'j9810'),1114
('I', '1nm87ba'),1110
('D', 'y830'),1105
('I', '1nm87re'),1105
('D', 'f412'),1104
('D', 'c920'),1099
('D', 'w00'),1096
('D', 'b182'),1093
('D', 'k079'),1092
('I', '1nk87rf'),1091
('I', '1zz35ham9'),1091
('D', 'c19'),1085
('D', 'r318'),1083
('D', 'z8539'),1083
('D', 'm4806'),1078
('D', 'y842'),1077
('D', 'p073'),1076
('I', '2na71ba'),1072
('D', 'j841'),1068
('I', '1vc74lalq'),1068
('D', 'b957'),1064
('D', 'z731'),1062
('D', 't817'),1062
('D', 'j81'),1053
('D', 'z548'),1047
('D', 'g632'),1047
('D', 'f322'),1045
('I', '1ot87la'),1041
('D', 'k920'),1033
('I', '1gr87da'),1027
('D', 'k811'),1018
('D', 'j4590'),1014
('D', 'a4150'),1014
('I', '1vp80la'),1010
('D', 'z992'),1008
('I', '2ij57gq'),1008
('D', 't068'),1007
('I', '1mc87la'),1006
('I', '5md50gh'),1006
('D', 'y846'),1005
('I', '1rd89da'),995
('D', 'k831'),986
('D', 'i652'),986
('I', '1vc74lanw'),983
('D', 'f431'),982
('D', 'c7800'),978
('D', 'i469'),975
('D', 'e46'),967
('D', 'r32'),961
('D', 'z602'),961
('I', '1od89la'),952
('D', 'r748'),950
('D', 'c189'),948
('I', '2wy71ha'),947
('D', 'e669'),938
('D', 'y840'),937
('D', 'j9691'),936
('D', 'f411'),934
('I', '1yz12jadq'),934
('D', 'j9690'),933
('D', 'a498'),932
('D', 'r21'),930
('D', 'z302'),930
('D', 'e780'),926
('D', 'k429'),923
('D', 'm069'),923
('I', '1hz09jajf'),923
('D', 'z8531'),920
('D', 'r040'),919
('D', 'm549'),917
('D', 'k409'),917
('D', 'i219'),916
('D', 'm6289'),914
('D', 'c799'),913
('D', 'j069'),909
('D', 'p285'),906
('D', 'g992'),905
('D', 'c7801'),904
('D', 'e1171'),902
('D', 'w06'),902
('I', '1pm52bats'),902
('D', 'j9580'),901
('I', '1ot52la'),894
('D', 'z8530'),892
('D', 'j9609'),889
('D', 'c73'),888
('I', '1ef80lanw'),888
('D', 'f191'),886
('D', 'c259'),884
('D', 'c3490'),884
('D', 'r112'),877
('D', 'c180'),873
('I', '2md71la'),873
('D', 'c797'),872
('D', 'e868'),871
('I', '1va53lapm'),870
('D', 'u821'),867
('I', '1rm89aa'),866
('D', 'n170'),865
('D', 'n136'),860
('D', 'o64001'),858
('D', 's22400'),851
('D', 'p704'),849
('D', 'c770'),847
('D', 'z818'),844
('D', 't835'),843
('D', 'x599'),841
('D', 'e1141'),833
('D', 'p081'),832
('D', 'e1023'),828
('I', '2hz24gpkm'),823
('I', '2ot71la'),823
('D', 'n132'),821
('D', 'p071'),820
('D', 'n328'),818
('D', 'e538'),818
('D', 'f252'),817
('D', 'i743'),815
('D', 'g551'),814
('I', '1np72la'),814
('D', 'r91'),812
('I', '2ax13ha'),812
('D', 'z598'),810
('D', 'i340'),809
('I', '1nv89la'),809
('D', 'k9145'),806
('I', '1va53lapna'),802
('D', 'n201'),794
('D', 't8279'),794
('I', '1ot72da'),792
('D', 'z824'),791
('I', '1sc80pf'),791
('D', 'd27'),790
('D', 'l898'),787
('D', 'g4090'),785
('D', 'j448'),781
('D', 'c220'),781
('D', 'k8050'),780
('D', 'c3430'),779
('D', 'r570'),778
('D', 'y835'),775
('D', 'k550'),775
('D', 'a410'),774
('I', '1ot52lats'),773
('D', 's82800'),771
('D', 'e1423'),771
('D', 'b9548'),771
('D', 'z740'),769
('I', '1oe50banr'),769
('D', 'k297'),768
('D', 'i64'),767
('D', 'c187'),765
('I', '1nk77rr'),765
('D', 'i420'),763
('I', '2ot70la'),762
('D', 'r522'),756
('D', 'e1064'),754
('D', 'i501'),754
('D', 'n832'),753
('I', '2nm70babh'),753
('I', '1qt91pk'),752
('D', 'o66001'),749
('D', 'o75601'),749
('D', 'z3580'),748
('D', 'n12'),747
('D', 'r458'),746
('I', '1fu87nz'),746
('I', '1zz35ham2'),746
('D', 'd508'),744
('I', '1ys14jancn'),741
('D', 'i2088'),739
('D', 'i313'),738
('I', '1nk80la'),738
('I', '1vg53lapn'),735
('I', '1gj77la'),733
('D', 's82100'),727
('D', 'i319'),725
('I', '2pc71ha'),725
('I', '1an09jadv'),723
('D', 'f104'),720
('D', 'm8697'),720
('D', 'e1110'),719
('D', 'c779'),713
('D', 'l892'),713
('D', 'k579'),710
('D', 'm907'),707
('D', 'o63101'),707
('D', 'j101'),706
('I', '1vg53lapp'),706
('I', '1fu89nz'),701
('D', 'w17'),700
('D', 'i429'),698
('D', 'r4188'),696
('D', 'i330'),696
('D', 'i4900'),695
('D', 'f220'),691
('D', 'k295'),690
('I', '1hz53grnm'),690
('D', 'k20'),687
('D', 'm7961'),686
('D', 'c773'),679
('D', 'k635'),679
('D', 'c3431'),679
('D', 'z432'),678
('D', 'o99001'),678
('D', 'z722'),677
('D', 'f141'),674
('D', 'i495'),672
('D', 'm1097'),672
('D', 'k8020'),671
('D', 'o13001'),671
('D', 'i209'),670
('D', 't424'),669
('D', 'z940'),669
('D', 'i428'),669
('D', 'z8640'),667
('D', 'r042'),666
('I', '1nk82rr'),664
('D', 'z748'),663
('I', '1pm87ba'),663
('I', '1fe57ja'),660
('D', 'y450'),657
('D', 'a084'),657
('I', '1nf53btts'),657
('D', 'o68201'),656
('D', 'c859'),652
('D', 'u984'),651
('D', 'g4060'),650
('D', 'r601'),649
('D', 'c5099'),649
('D', 'u985'),645
('D', 's066'),644
('I', '1nf53cats'),644
('D', 'n736'),642
('D', 'k123'),642
('D', 'r400'),641
('D', 'a490'),641
('D', 'r471'),637
('D', 'f123'),637
('D', 'r634'),636
('D', 'k720'),633
('D', 'r5680'),633
('D', 'r132'),632
('D', 'l022'),632
('D', 't796'),630
('D', 'c5090'),630
('I', '1hz09jafs'),629
('I', '2im28gppl'),628
('D', 'c159'),626
('D', 'c182'),625
('I', '2oa71ha'),625
('D', 'm511'),624
('D', 'c569'),624
('D', 'k8040'),623
('D', 'r945'),621
('D', 's0180'),620
('D', 'm2555'),618
('D', 'z530'),616
('I', '1nm87tf'),613
('I', '1rm89da'),612
('D', 'w44'),611
('D', 'i270'),611
('D', 'k758'),610
('D', 'f200'),610
('D', 'g990'),608
('D', 'e1428'),607
('I', '2nk70babj'),607
('I', '1fe89la'),607
('D', 'c788'),606
('D', 'g470'),606
('I', '2hz21uc'),605
('D', 'j984'),604
('D', 'c911'),604
('D', 'k631'),603
('D', 'd529'),601
('D', 'g4738'),600
('D', 'y420'),600
('D', 'k521'),598
('D', 'j849'),597
('D', 'r068'),597
('D', 'c800'),597
('D', 'n800'),596
('D', 'p229'),596
('I', '1gr89da'),596
('D', 'c5091'),595
('I', '1nm87rn'),595
('D', 'm9660'),594
('D', 'k559'),593
('D', 'n210'),591
('D', 'i2511'),589
('D', 'i509'),589
('D', 'p0599'),586
('D', 'p925'),586
('D', 'e880'),583
('I', '1nm87dn'),582
('D', 'o32101'),581
('I', '1va74lanw'),581
('D', 'z933'),580
('D', 'l270'),580
('D', 'i739'),580
('D', 'k222'),578
('D', 'c809'),578
('D', 'o60101'),577
('D', 'k861'),574
('D', 's27000'),574
('D', 's82810'),573
('D', 'k519'),572
('D', 'l024'),572
('I', '1qt87baak'),571
('D', 'z2251'),568
('D', 'j9600'),567
('I', '5md16ll'),567
('D', 'w78'),565
('D', 'i249'),563
('D', 'f172'),561
('D', 'c3491'),559
('D', 't857'),559
('D', 't855'),558
('I', '2gm71br'),556
('I', '1rf89da'),554
('D', 'n946'),553
('D', 'w07'),553
('D', 'k632'),551
('D', 'k766'),551
('D', 'j869'),550
('D', 'n131'),549
('I', '1sy80daxxn'),548
('D', 'j9588'),545
('D', 'o62101'),545
('D', 'b951'),544
('D', 'u837'),543
('D', 'z653'),541
('D', 's52590'),540
('D', 'w79'),540
('I', '1nq87rd'),540
('I', '1pe50dabj'),540
('I', '3ip30dd'),539
('D', 'z9011'),538
('D', 'i447'),537
('D', 'z8670'),535
('D', 'g943'),535
('D', 's22010'),532
('D', 'b374'),532
('D', 'i441'),530
('D', 'z9010'),530
('D', 'k254'),529
('I', '3id10vx'),527
('D', 'j80'),526
('D', 'f028'),525
('D', 'j952'),518
('D', 'n816'),518
('D', 'k704'),516
('D', 'k439'),515
('D', 'n838'),514
('D', 'z998'),514
('D', 'm2551'),513
('D', 'n938'),511
('D', 'g318'),511
('D', 'f311'),511
('D', 'c250'),510
('D', 'e1464'),509
('D', 'r2688'),506
('D', 'e222'),503
('D', 'k420'),502
('D', 'k3188'),502
('D', 'k529'),501
('D', 'f339'),501
('D', 'f900'),501
('D', 'k649'),498
('I', '1ym89la'),498
('D', 'f259'),497
('I', '2nm70babg'),497
('I', '1ax53hhft'),497
('D', 'z932'),496
('D', 'e1028'),496
('D', 'k852'),496
('D', 's36461'),496
('I', '2nq71ba'),495
('D', 'j22'),493
('D', 't432'),493
('D', 'f023'),490
('I', '3an94zb'),490
('D', 'n319'),489
('D', 'f111'),489
('D', 'z811'),489
('D', 'g931'),487
('I', '1yv58laxxb'),487
('I', '1kg50gqbd'),487
('D', 'f109'),485
('I', '1hz53grnn'),485
('D', 'i982'),484
('I', '1oa87la'),482
('D', 'i952'),479
('D', 'n811'),478
('D', 'i212'),478
('D', 'k610'),478
('D', 'k430'),475
('D', 'k500'),475
('I', '2me71da'),475
('D', 'n10'),474
('D', 'n19'),473
('D', 'o75701'),472
('D', 'd469'),471
('D', 'n939'),470
('D', 'j111'),470
('D', 's32400'),470
('I', '1pe50labj'),470
('D', 'i694'),468
('D', 'b980'),466
('I', '5pc80jq'),466
('D', 'd728'),465
('D', 'm2556'),464
('D', 's32000'),464
('D', 'o62201'),461
('D', 'r05'),460
('D', 'i12'),460
('I', '2ge70ba'),460
('D', 'o36531'),459
('D', 'b3788'),458
('D', 'u994'),458
('D', 't8453'),457
('I', '1wv59lagx'),457
('D', 'j9601'),456
('D', 's42290'),455
('D', 'n320'),454
('D', 'i611'),451
('D', 'e1151'),451
('D', 'i828'),451
('D', 'z510'),450
('I', '1kg76mixxa'),449
('D', 'n0838'),448
('D', 'k298'),448
('D', 'y834'),447
('D', 'k264'),447
('D', 's22410'),447
('D', 'o36631'),446
('I', '1oe50babd'),446
('D', 't848'),445
('D', 's82300'),444
('D', 'e662'),444
('D', 'c155'),444
('D', 'n141'),442
('D', 'r102'),442
('D', 'u983'),441
('I', '2gt71ha'),441
('D', 'g553'),439
('D', 'z8641'),439
('D', 'f192'),439
('D', 'z85119'),439
('D', 'z9228'),438
('D', 't391'),437
('D', 'r441'),437
('D', 'n359'),436
('D', 'c539'),436
('I', '1pg59baag'),435
('D', 't8454'),434
('D', 'y04'),434
('I', '1kg76mixxn'),434
('D', 'r1012'),433
('D', 'n3939'),432
('I', '1na80dbxxe'),432
('D', 'b349'),431
('D', 'h534'),431
('D', 'c775'),430
('D', 'r15'),430
('I', '5ac24ckbd'),430
('D', 'm353'),428
('D', 'm751'),427
('D', 'k701'),426
('D', 'z634'),425
('D', 'x60'),425
('I', '1sc74pfnw'),425
('D', 'w11'),424
('I', '1zz35ham5'),424
('D', 'k403'),422
('I', '1gj77ha'),421
('D', 's42200'),420
('D', 'o62001'),418
('I', '1wj93la'),418
('D', 'k760'),417
('D', 't856'),417
('D', 'k648'),417
('D', 's72190'),416
('D', 'z539'),415
('D', 's22300'),414
('D', 's72200'),414
('D', 'y408'),412
('D', 'i518'),411
('D', 'q231'),409
('I', '1ka80gqnrn'),409
('D', 'y841'),408
('D', 'k8308'),408
('D', 'k011'),407
('I', '1sc27ja'),406
('D', 't831'),405
('D', 'f39'),404
('D', 't82701'),404
('D', 'w0501'),403
('D', 'm512'),400
('D', 'j152'),399
('I', '1pz21hpd4'),398
('I', '1ke50gqoa'),398
('D', 's32100'),395
('I', '1np13bagx'),395
('D', 'z9501'),394
('D', 'y495'),393
('I', '1pz21hqbs'),393
('D', 'j100'),392
('D', 'i712'),392
('D', 'y453'),391
('D', 'f125'),391
('D', 'x50'),390
('D', 'm513'),389
('D', 'x64'),389
('D', 'r590'),389
('D', 's72490'),389
('D', 'z433'),388
('D', 'e041'),388
('I', '1pg57baam'),388
('I', '5pc91hn'),388
('D', 'f100'),385
('D', 'h669'),385
('D', 'j931'),384
('D', 'j342'),384
('I', '2gv71da'),384
('I', '3ip30hc'),383
('I', '1pm52cats'),381
('D', 'c169'),380
('I', '1pe55banr'),380
('I', '5md60jw'),380
('D', 'o75881'),378
('I', '1nm77rs'),378
('D', 'n62'),376
('D', 'p298'),376
('I', '3an40va'),376
('I', '1vq74lalq'),375
('D', 'n950'),374
('D', 'o69101'),373
('I', '1nq87tf'),373
('D', 'f312'),371
('D', 'i620'),370
('D', 'd122'),369
('I', '7sf14zx'),369
('D', 'i632'),368
('D', 'z635'),366
('D', 'n2888'),366
('D', 'i4801'),364
('D', 'k259'),362
('D', 'm1099'),362
('D', 'i724'),362
('D', 's02100'),362
('D', 'k750'),362
('D', 'e1142'),361
('D', 'k435'),361
('D', 'i638'),361
('I', '1vx59lagx'),361
('I', '1ee80lanw'),360
('D', 'l299'),359
('D', 'g439'),359
('D', 'z926'),359
('D', 'q381'),359
('D', 'v8658'),357
('D', 'n321'),357
('I', '1hh59graw'),357
('D', 'r1010'),356
('D', 'k436'),355
('D', 'i440'),355
('I', '1nm82rs'),355
('I', '1lz37lafp'),354
('D', 'i7021'),353
('D', 'c560'),353
('D', 'y544'),352
('D', 'z857'),352
('D', 'e162'),352
('D', 'z944'),351
('D', 't858'),351
('D', 'r944'),351
('I', '1pc91da'),351
('D', 'i351'),350
('I', '1ka80laxxn'),350
('D', 'z85110'),349
('I', '1nk87re'),349
('I', '1fr89la'),348
('D', 't510'),346
('D', 't821'),346
('I', '3an94zc'),346
('D', 'i81'),345
('D', 'f602'),345
('I', '1se87pf'),343
('I', '1va52wj'),342
('D', 's0100'),341
('D', 'd320'),341
('D', 'q613'),341
('D', 'i771'),340
('D', 'e1468'),339
('D', 'y4509'),339
('D', 'r270'),337
('I', '2nm71babh'),337
('D', 'm8098'),335
('D', 'r190'),334
('D', 'j350'),334
('D', 'k317'),333
('D', 'f332'),333
('D', 'k501'),332
('D', 'c184'),331
('D', 'n72'),331
('D', 'c781'),331
('D', 'm4802'),331
('D', 's27300'),331
('I', '1zz35ham1'),331
('D', 's72300'),330
('I', '1rf51lalv'),330
('D', 'c778'),329
('D', 'j988'),329
('I', '1ij76laxxa'),329
('I', '1mh87la'),329
('D', 'r2682'),328
('D', 'c221'),328
('D', 'k508'),328
('D', 'z630'),328
('I', '1rf89ra'),328
('D', 'e042'),327
('I', '1na50banr'),327
('D', 'r630'),326
('D', 'e612'),326
('D', 'o99201'),326
('D', 'z923'),325
('D', 'd539'),325
('D', 'b029'),325
('D', 'k029'),325
('D', 'z658'),325
('I', '1sc75pfnwa'),325
('D', 'y517'),323
('D', 'c785'),322
('D', 'z755'),322
('D', 'i693'),322
('I', '1va53lapnq'),322
('I', '5md54kk'),322
('D', 'e878'),321
('D', 'f142'),321
('D', 'e873'),321
('D', 'p221'),321
('I', '1da58la'),321
('D', 'y575'),320
('D', 'm500'),320
('D', 'i633'),320
('D', 'i619'),319
('D', 'n814'),318
('D', 'a090'),318
('D', 'd695'),318
('I', '2zz02pm'),318
('D', 'h532'),317
('D', 's008'),317
('D', 'z895'),316
('D', 'c443'),315
('I', '1is53lalf'),315
('D', 'y578'),314
('D', 'j939'),314
('D', 'd6938'),314
('D', 'z916'),314
('D', 'u838'),313
('D', 'r263'),313
('I', '1sz52la'),313
('I', '1vq93la'),313
('I', '1nq87ba'),313
('D', 'z896'),312
('D', 'j4500'),312
('I', '1ta53lapnn'),312
('D', 'l893'),311
('D', 'i513'),310
('D', 'z544'),309
('D', 'a491'),309
('D', 'k3180'),309
('I', '1vq74lanw'),309
('I', '1pc85laxxk'),309
('D', 'b372'),308
('D', 'k047'),308
('D', 'c672'),308
('D', 'd123'),307
('I', '1gv52lats'),307
('I', '1hh59gpaw'),307
('D', 'z9222'),306
('D', 'g8191'),306
('I', '1nt52la'),306
('D', 'j219'),305
('D', 'z348'),305
('D', 'k8051'),304
('I', '1ym89laxxe'),304
('D', 'e1478'),303
('D', 't426'),302
('D', 'x78'),302
('D', 'p082'),302
('I', '1nf78gb'),302
('I', '1nm87rd'),301
('D', 'r72'),300
('D', 'f122'),299
('D', 'r02'),298
('D', 'f129'),298
('I', '1tv74lanw'),298
('I', '1ee79lanw'),298
('D', 'k824'),297
('D', 'g629'),297
('D', 'y579'),297
('D', 'f410'),297
('D', 'f429'),297
('I', '1fe89wl'),297
('D', 'i352'),296
('D', 'k227'),296
('I', '1ot52dats'),296
('D', 'v485'),295
('D', 's32700'),295
('D', 'g258'),295
('D', 'c160'),294
('D', 'x65'),294
('D', 'k210'),293
('D', 'a4158'),293
('D', 'n813'),293
('D', 'z355'),293
('I', '1nq89lh'),293
('I', '1an87szaz'),293
('D', 'i517'),292
('D', 'o42901'),292
('I', '1ey87ba'),292
('I', '1vc93la'),292
('I', '1mg87la'),292
('I', '1me87da'),292
('D', 'r58'),290
('D', 'x42'),290
('D', 'c711'),290
('D', 'g809'),290
('D', 'i309'),290
('D', 'd251'),289
('I', '1va74lalq'),289
('I', '1hv90gqxxl'),289
('I', '5md54kl'),287
('D', 'l984'),286
('D', 'i808'),286
('D', 'm150'),286
('D', 'l0331'),286
('D', 'o69201'),286
('D', 't830'),285
('D', 's02200'),285
('D', 'n994'),285
('D', 'z502'),285
('D', 's060'),284
('D', 'j329'),284
('D', 'i983'),284
('D', 'l089'),282
('D', 'x58'),282
('I', '3ph10va'),282
('D', 'z753'),281
('D', 's12210'),281
('D', 'i498'),281
('D', 'd120'),281
('D', 'u071'),281
('D', 'b379'),280
('I', '1aw72lagx'),280
('D', 'm797'),278
('I', '5pc91hu'),278
('D', 'n135'),277
('I', '1ij76laxxg'),277
('D', 't811'),276
('D', 'e213'),276
('D', 'h360'),275
('D', 'v435'),275
('D', 'm8795'),275
('I', '3oe10wz'),275
('D', 'z33'),274
('D', 's82000'),274
('D', 'z905'),274
('D', 'f318'),274
('I', '1pm57bagx'),274
('D', 't435'),273
('D', 'y658'),273
('I', '1ee74lanw'),273
('D', 'n801'),271
